SimulationSetId,yearid,eventid,date,p_value,anlsid,name,description,rate,meanloss,stddev,expvalue,loss
1,92186,1000013,2025-09-14,0.9712613162688684,1,EU FL HD,EU_FL_synthetic,0.0010578536937748506,5228911.593943328,2286.68134945456,518011739.9016678,5897682.3538553305
1,64767,1000014,2025-06-08,0.9189097228100899,1,EU FL HD,EU_FL_synthetic,0.002404048252094256,2550713.5092627923,1597.095335057614,169683893.54438758,2884512.456557122
1,31916,1000015,2025-06-04,0.7553715412253076,1,EU FL HD,EU_FL_synthetic,0.008382743389424789,2208888.5780684156,1486.233016073999,435519471.16315377,2349641.7507372955
1,41394,1000016,2025-07-08,0.6094293684969674,1,EU FL HD,EU_FL_synthetic,0.001543739777283232,3247103.974581348,1801.9722457855303,248099843.2876503,3315521.4491491076
1,72619,1000017,2025-03-05,0.17217066368292422,1,EU FL HD,EU_FL_synthetic,0.002344316653955636,1958192.3803828289,1399.3542726496491,154523768.03705108,2084153.014234041
1,71957,1000018,2025-08-06,0.5433514174237577,1,EU FL HD,EU_FL_synthetic,0.0055312791872898556,6475108.8697134,2544.6235221960437,465155010.62186134,6001271.711954292
1,46110,1000019,2025-09-19,0.7653765223943273,1,EU FL HD,EU_FL_synthetic,0.0022297990589749167,3448276.5494677452,1856.9535668582953,467341320.07568276,3733599.1163923675
1,30291,1000020,2025-05-04,0.5208571587055678,1,EU FL HD,EU_FL_synthetic,0.0017157461787060924,4250758.665124769,2061.7368079182097,495427776.4839221,4855610.272435726
1,65996,1000021,2025-02-02,0.8682391284056578,1,EU FL HD,EU_FL_synthetic,0.005676830792809827,2561398.2745512137,1600.436901146438,223952214.04426324,2629394.568047807
1,65824,1000022,2025-05-15,0.10965589919169827,1,EU FL HD,EU_FL_synthetic,0.0037441233828664935,19654057.667162184,4433.289711620727,2248689673.3880577,18164332.020019025
1,59970,1000023,2025-03-08,0.3809403480486341,1,EU FL HD,EU_FL_synthetic,0.006298976929820646,8941308.83572633,2990.202139609684,1350390473.4792504,8090447.894238843
1,7286,1000024,2025-05-13,0.5059644185936573,1,EU FL HD,EU_FL_synthetic,0.009130832870045895,5487996.990456989,2342.6474319574827,506295599.88404197,5128952.59106923
1,47279,1000025,2025-08-04,0.43232529586910806,1,EU FL HD,EU_FL_synthetic,0.00159483200120717,2329501.5111103747,1526.2704580481059,436285038.30054253,2289737.9143611845
1,61392,1000026,2025-02-06,0.10858654782155308,1,EU FL HD,EU_FL_synthetic,0.009142993232149333,3161933.0210051737,1778.1825049766894,303393593.5291893,2962671.135900935
1,95007,1000027,2025-09-12,0.15352829404463053,1,EU FL HD,EU_FL_synthetic,0.009034650677486895,2168704.8185952757,1472.652307435559,172904013.7932733,2056781.24056115
1,52557,1000028,2025-03-19,0.8376172928554871,1,EU FL HD,EU_FL_synthetic,0.008307967075025438,2043857.2159877839,1429.6353437110402,394842918.09652776,2220835.630118808
1,34272,1000029,2025-11-12,0.484384259201451,1,EU FL HD,EU_FL_synthetic,0.006349730581330244,4163641.432795441,2040.500289829786,714414632.6517725,4101189.8763439893
1,55580,1000030,2025-09-15,0.04872242675272764,1,EU FL HD,EU_FL_synthetic,0.00623945190890892,5076781.315857407,2253.1713906974337,515144268.1788194,4695580.910865671
1,17724,1000031,2025-04-15,0.016491258977649914,1,EU FL HD,EU_FL_synthetic,0.006428205333371366,16094540.706007894,4011.8001827119824,2836095912.235398,17028805.721848447
1,9070,1000032,2025-07-08,0.4734754019943266,1,EU FL HD,EU_FL_synthetic,0.006935905957056351,2677063.106700116,1636.1733119385965,342187928.18099976,2558864.195059726
1,67810,1000033,2025-02-08,0.1643787259244437,1,EU FL HD,EU_FL_synthetic,0.00026317378590195447,2655954.7746410687,1629.7100277782758,270941581.73833174,2670793.3600049457
1,98619,1000034,2025-02-12,0.7051259459992218,1,EU FL HD,EU_FL_synthetic,0.009585116533690432,2975373.922376301,1724.927222341946,523492460.384799,2972556.9630647306
1,84601,1000035,2026-12-01,0.7953234625277513,1,EU FL HD,EU_FL_synthetic,0.005897477238509241,2000126.83593512,1414.258404937061,325670172.0900312,2280603.398094886
1,58367,1000036,2025-10-19,0.2282967084571056,1,EU FL HD,EU_FL_synthetic,0.007836511810083975,2290548.508627779,1513.45581654298,216871941.917474,2181754.970644351
1,4026,1000037,2025-02-17,0.5921769448817807,1,EU FL HD,EU_FL_synthetic,0.003835090206707495,3322791.6653142814,1822.8526175514799,468519530.3693799,2994298.7909642765
1,98798,1000038,2025-04-09,0.154444643485386,1,EU FL HD,EU_FL_synthetic,0.00022273241776637998,2096330.943262317,1447.8711763352142,220971170.51858604,2349016.040025922
1,44964,1000039,2025-03-11,0.303582651594387,1,EU FL HD,EU_FL_synthetic,0.005146373132776796,3837080.586624848,1958.8467491421702,192459504.8546115,3997659.7896922813
1,28967,1000040,2025-05-09,0.8887954941814333,1,EU FL HD,EU_FL_synthetic,0.005121182181227697,2476571.3926258525,1573.7126143695527,481129372.1506661,2864412.11580981
1,89249,1000041,2025-04-18,0.5440980914823108,1,EU FL HD,EU_FL_synthetic,0.004426193954283373,5251060.064987036,2291.519160946955,695473297.0376211,6113777.922239998
1,74641,1000042,2025-04-21,0.8858886951442001,1,EU FL HD,EU_FL_synthetic,0.00346319883620456,4870727.142834141,2206.9723928572694,680756644.5552644,4246872.048052195
1,74962,1000043,2025-07-03,0.22524780417950696,1,EU FL HD,EU_FL_synthetic,0.002573278269316248,2522496.019232259,1588.2367642238544,353108360.9479941,2527446.142576621
1,27776,1000044,2025-03-12,0.33002434324866603,1,EU FL HD,EU_FL_synthetic,0.005322694257522111,5839658.373356358,2416.5385106296894,774316621.2764982,6104242.455493799
1,99181,1000045,2025-11-01,0.47095213845681705,1,EU FL HD,EU_FL_synthetic,0.003815253582965592,5176809.928900404,2275.260409030229,484068880.84703547,5551758.349772047
1,45287,1000046,2025-09-13,0.4800800751945429,1,EU FL HD,EU_FL_synthetic,0.009702325642193107,3108182.9283269476,1763.0039501733816,608384595.167738,2716934.1098621194
1,53142,1000047,2025-10-07,0.9976479671837004,1,EU FL HD,EU_FL_synthetic,0.0018119803468926213,2289885.4419525876,1513.2367435244848,328026689.22870845,2473746.0328930165
1,75096,1000048,2025-03-10,0.11444531897113008,1,EU FL HD,EU_FL_synthetic,0.003264689119508161,4374119.621381019,2091.439605004414,658909524.2094609,4096720.366845002
1,66000,1000049,2025-09-13,0.8519650356015908,1,EU FL HD,EU_FL_synthetic,0.003010208662153253,2054760.2199926034,1433.443483361867,242911520.91100377,2197305.0483154966
1,17229,1000050,2025-11-09,0.8636820394218702,1,EU FL HD,EU_FL_synthetic,0.005478760844735975,2002898.6819305979,1415.2380301315386,186628517.03978255,2299151.6048478936
1,30249,1000051,2025-03-11,0.5531986315377874,1,EU FL HD,EU_FL_synthetic,0.005042874544044065,2119733.2587435166,1455.9303756510874,126447064.58954954,2009258.2441400415
1,36119,1000052,2025-10-21,0.34403716825915376,1,EU FL HD,EU_FL_synthetic,0.006473030607700304,4470593.916069234,2114.3779028520976,458390243.70348024,5256496.650045057
1,94754,1000053,2025-05-22,0.5192261042882962,1,EU FL HD,EU_FL_synthetic,0.009505017528684658,4169374.7024222407,2041.9046751555863,318601160.13409567,3960556.148031653
1,71451,1000054,2025-10-01,0.2924677048065638,1,EU FL HD,EU_FL_synthetic,0.002923688746389287,3969522.0625718767,1992.3659459476505,592702201.3610262,4290851.11731135
1,36634,1000055,2025-06-11,0.7991074484399395,1,EU FL HD,EU_FL_synthetic,0.006958438535624467,5544378.006869007,2354.6502939649035,1008248371.3713427,5163174.293502857
1,73473,1000056,2025-10-23,0.49827915871033013,1,EU FL HD,EU_FL_synthetic,0.0003478980097513178,3173474.641042306,1781.4248906541936,302791461.81635565,2935887.775419653
1,73852,1000057,2025-02-15,0.9258421788774506,1,EU FL HD,EU_FL_synthetic,0.002697645880062883,3610585.8045872296,1900.154152848455,360814482.5164142,3383130.5881841024
1,39423,1000058,2025-05-06,0.6226913443560438,1,EU FL HD,EU_FL_synthetic,0.004690825307166269,1883909.49671423,1372.5558264472268,283631383.08925116,2197376.115135362
1,40315,1000059,2025-04-17,0.5143193331146834,1,EU FL HD,EU_FL_synthetic,0.0004068484059632312,2289872.3052020734,1513.232402905143,165765493.7441236,2157974.7603188907
1,89430,1000060,2025-03-04,0.7110693539776523,1,EU FL HD,EU_FL_synthetic,0.006214927659481026,4573285.369460169,2138.524110095598,866251656.2610829,3987019.3545271
1,56182,1000061,2025-04-01,0.5039329644302343,1,EU FL HD,EU_FL_synthetic,0.006815275023176912,2748029.08057797,1657.7180340992766,287380684.2988053,2977964.863352682
1,14952,1000062,2025-05-18,0.9045063504194472,1,EU FL HD,EU_FL_synthetic,0.007492643976896663,3138080.054217662,1771.4626877859048,204539797.12498668,3366057.8629512633
1,71979,1000063,2025-02-14,0.1844459608868413,1,EU FL HD,EU_FL_synthetic,0.005214087597945822,5409431.108293732,2325.818373883423,412212718.9655446,4944373.407962825
1,58957,1000064,2025-09-21,0.9733486837459057,1,EU FL HD,EU_FL_synthetic,0.006079052183288404,3370710.6066942713,1835.9495109327684,640138094.0973336,3753077.766842035
1,50894,1000065,2025-07-10,0.812190551851192,1,EU FL HD,EU_FL_synthetic,0.004021045987657024,3470353.3278824002,1862.8884367783273,302156353.11042386,3310852.6610717233
1,72511,1000066,2025-10-24,0.8607333618648696,1,EU FL HD,EU_FL_synthetic,0.0005084050218149692,3592531.96132291,1895.397573419073,536509874.7787938,3337209.060058279
1,90709,1000067,2025-09-12,0.48290783237107116,1,EU FL HD,EU_FL_synthetic,0.0010895233721676793,2160019.4295886187,1469.7004557353239,158598959.03973633,2508301.6294247294
1,33044,1000068,2025-02-20,0.8372015493375974,1,EU FL HD,EU_FL_synthetic,0.006584459649594495,2072408.1872248673,1439.5861166407751,163959099.81791475,2039513.6300152394
1,41931,1000069,2025-01-03,0.30677408357720515,1,EU FL HD,EU_FL_synthetic,0.009955997465899185,2928202.548617353,1711.1991551591395,532598266.44457215,2863030.868593606
1,18950,1000070,2025-06-03,0.7619481785641752,1,EU FL HD,EU_FL_synthetic,0.00025645206771663216,2188757.6709627667,1479.445055067192,158039210.4566586,2325909.9044889924
1,64708,1000071,2025-06-22,0.14045015838902264,1,EU FL HD,EU_FL_synthetic,0.00562007661858119,3090501.023555778,1757.9820885196123,163217357.30290022,2776971.4975088853
1,40272,1000072,2025-03-23,0.3070519159625087,1,EU FL HD,EU_FL_synthetic,0.007534986653537324,5968662.980990132,2443.084726527128,747186946.524871,6640517.943079504
1,34237,1000073,2025-10-26,0.44573266335973283,1,EU FL HD,EU_FL_synthetic,0.0082850707973374,2266215.4126086733,1505.3954339669938,406579490.79351777,2362466.028180552
1,69653,1000074,2025-07-09,0.32231971814342186,1,EU FL HD,EU_FL_synthetic,0.0054975285221041375,2293721.611932314,1514.5037510459701,226845986.52154976,2076516.7058335678
1,40816,1000075,2025-09-01,0.3870171156241836,1,EU FL HD,EU_FL_synthetic,0.0062371682038226415,2230586.1996788764,1493.5147135796408,154410858.81721848,2458778.4794330522
1,46437,1000076,2025-02-27,0.820104744783698,1,EU FL HD,EU_FL_synthetic,0.00699757695821808,2724863.7482614634,1650.7161319443944,537709964.3993018,2485254.7669742843
1,44006,1000077,2025-10-17,0.25667589214216757,1,EU FL HD,EU_FL_synthetic,0.008603765871964963,3441618.076729992,1855.159852069355,521442288.90733635,3939036.6591203897
1,25854,1000078,2025-03-07,0.7452811721545722,1,EU FL HD,EU_FL_synthetic,0.0013106664183079049,3316208.0456442325,1821.0458658815357,588970469.9853096,3326958.3791934303
1,12581,1000079,2025-06-21,0.07371206911165185,1,EU FL HD,EU_FL_synthetic,0.009269203743121148,4546564.187646861,2132.2673818371986,740274949.3517331,5210369.427618883
1,82724,1000080,2025-06-25,0.7657391075150608,1,EU FL HD,EU_FL_synthetic,0.0003575722951605431,4167760.407723209,2041.509345490049,644903996.0657756,3956592.794872307
1,9173,1000081,2025-10-08,0.792023242829773,1,EU FL HD,EU_FL_synthetic,0.008378377534481975,3012256.4160709083,1735.5853237657054,324373657.5943611,2770705.107112642
1,32488,1000082,2025-04-21,0.401698775502482,1,EU FL HD,EU_FL_synthetic,0.000859730222941003,6323532.491313632,2514.6634946476697,623822797.35403,5722873.614900885
1,66749,1000083,2025-03-22,0.7224778231674704,1,EU FL HD,EU_FL_synthetic,0.0020268192948887306,2565593.237864388,1601.7469331527961,404193280.7115608,2241909.3377146353
1,13130,1000084,2025-05-14,0.9151384037450991,1,EU FL HD,EU_FL_synthetic,0.00013855204917321288,2133626.700217881,1460.6939105157796,336061036.60695624,2028924.6200167995
1,65552,1000085,2025-05-18,0.8007129735545269,1,EU FL HD,EU_FL_synthetic,0.004508041384806804,2292746.3852009517,1514.1817543481864,441556031.4614335,2121501.7859760323
1,73307,1000086,2025-03-08,0.3904465103969599,1,EU FL HD,EU_FL_synthetic,0.0034101563445021834,4462751.223530986,2112.5224788226483,603805655.8578756,4455055.18921607
1,66291,1000087,2025-03-26,0.4842135142800644,1,EU FL HD,EU_FL_synthetic,0.0017433298237215708,3310749.411157517,1819.5464850224403,311849968.43304336,2945975.563631003
1,30504,1000088,2025-03-27,0.7793575447858054,1,EU FL HD,EU_FL_synthetic,0.004565792591958673,2328649.4279764476,1525.9912935454277,287423615.17965937,2232372.739909765
1,1977,1000089,2025-06-27,0.29259458984912357,1,EU FL HD,EU_FL_synthetic,0.004083471743404621,3443831.229502047,1855.7562419407477,489220582.67774475,3088456.660874611
1,88736,1000090,2025-05-20,0.8038827403088735,1,EU FL HD,EU_FL_synthetic,0.007699844223717542,2041598.1970412186,1428.8450570447512,232761528.2680587,2217596.3928857874
1,32655,1000091,2025-05-02,0.32807114256094116,1,EU FL HD,EU_FL_synthetic,0.00894199003009332,4208186.457675951,2051.3864720417628,709794677.2748767,4212308.90027073
1,80501,1000092,2025-09-10,0.8059905823855381,1,EU FL HD,EU_FL_synthetic,0.006560415792494111,3092919.425336231,1758.6697886005295,425870205.32239807,2893429.9411608437
1,19781,1000093,2025-03-13,0.08680044335072334,1,EU FL HD,EU_FL_synthetic,0.0013316628483925866,2458462.2838797844,1567.9484315116313,126402721.26802042,2699184.976013832
1,16242,1000094,2025-11-26,0.044397296910590134,1,EU FL HD,EU_FL_synthetic,0.0030243688676275214,2286086.271853958,1511.9809098841022,309709785.43899614,2502826.167539328
1,77816,1000095,2025-10-15,0.9976754473698223,1,EU FL HD,EU_FL_synthetic,0.00914185113863957,4259065.971997563,2063.7504626280675,617737347.2649492,3724871.6208154242
1,93974,1000096,2025-03-15,0.869457123234689,1,EU FL HD,EU_FL_synthetic,0.0009784714807781027,2596170.3105209144,1611.2635757444882,486234628.67038536,2648118.157840855
1,86064,1000097,2025-04-04,0.8828475034662039,1,EU FL HD,EU_FL_synthetic,0.004127872809969182,1915839.1837930891,1384.1384265286074,214685588.2282009,2118015.0849441625
1,75125,1000098,2025-03-22,0.9512799476066175,1,EU FL HD,EU_FL_synthetic,0.009430795730411464,2053908.4840061744,1433.1463581945056,279681024.0750004,2163286.0330587807
1,24669,1000099,2025-04-10,0.43831630941448785,1,EU FL HD,EU_FL_synthetic,0.00951158193054791,14940131.11997495,3865.2465794532372,1811485185.2977355,15414706.073147457
1,91322,1000100,2025-05-03,0.2868355546801522,1,EU FL HD,EU_FL_synthetic,0.004170911452784035,9249726.10447775,3041.336236669295,1200137756.9771962,8920337.493350651
1,66785,1000101,2025-02-27,0.130024995017903,1,EU FL HD,EU_FL_synthetic,0.006707229192178095,4780259.077973237,2186.3803598581007,287272588.1186653,4241938.435655169
1,17217,1000102,2025-01-06,0.5012091335384645,1,EU FL HD,EU_FL_synthetic,0.004621781423704591,2780339.207555597,1667.4349185367316,513229904.54901433,2426173.607581605
1,12937,1000103,2025-06-01,0.22004832047660783,1,EU FL HD,EU_FL_synthetic,0.007559259340419784,18399487.761384293,4289.462409368369,3432642493.7509995,17598582.810117513
1,87117,1000104,2025-09-03,0.9355508567393197,1,EU FL HD,EU_FL_synthetic,0.0004126551738606853,5442211.018931063,2332.854693059785,719508958.1040484,5134274.155864132
1,27516,1000105,2025-04-13,0.004003162442779096,1,EU FL HD,EU_FL_synthetic,0.0015271557743214488,4165826.3015695736,2041.0355953705398,556068355.9295686,4401068.933395247
1,76590,1000106,2025-11-03,0.14319673774312158,1,EU FL HD,EU_FL_synthetic,0.006180568155081633,3215095.687224361,1793.0687904328604,188512008.80178884,2903945.010826232
1,13866,1000107,2025-05-23,0.2464758530834268,1,EU FL HD,EU_FL_synthetic,0.0024022673981863294,2232904.6027592,1494.290668765351,311920198.0830596,2439427.776664564
1,28054,1000108,2025-11-14,0.19895671159319506,1,EU FL HD,EU_FL_synthetic,0.006693917762764572,1879180.4027173843,1370.8320111222179,214927065.13567084,2130797.3199794577
1,28353,1000109,2025-03-09,0.2257784365797103,1,EU FL HD,EU_FL_synthetic,0.003577106981866854,9791395.794571074,3129.120610422531,1530948812.6152852,8574075.953243641
1,28111,1000110,2025-07-01,0.6560476050611784,1,EU FL HD,EU_FL_synthetic,0.008877791025465433,3244854.5450759474,1801.34798000718,185179752.2240176,2925291.060274916
1,67474,1000111,2025-10-13,0.3275120783131492,1,EU FL HD,EU_FL_synthetic,0.008210667917043866,2167876.837056322,1472.3711614454835,339561383.0235018,2303572.1148651377
1,91439,1000112,2025-01-05,0.6150243819033733,1,EU FL HD,EU_FL_synthetic,0.004979094220680945,2644883.8153570616,1626.309876793799,246064315.47485113,2512831.4687968646
1,91033,1000113,2026-12-27,0.8902579336462912,1,EU FL HD,EU_FL_synthetic,0.007751661362239093,3401549.246986538,1844.328942186436,502598628.75830925,3435542.1944109187
1,74156,1000114,2025-05-08,0.602556765525702,1,EU FL HD,EU_FL_synthetic,0.002784265073727395,2138710.1330542876,1462.432949934556,308121608.36795294,2258552.3972596144
1,20253,1000115,2025-06-13,0.6945327912863815,1,EU FL HD,EU_FL_synthetic,0.004993171790437441,6302380.696906386,2510.4542809831023,529565243.9458846,6733080.62605813
1,96059,1000116,2025-08-01,0.3655032982213573,1,EU FL HD,EU_FL_synthetic,0.002055072313446454,4330249.89831021,2080.925250534053,502602803.3779954,4861034.883988934
1,54208,1000117,2025-08-04,0.15973846762270916,1,EU FL HD,EU_FL_synthetic,0.008622773068357839,4491740.012011107,2119.372551490442,787604102.3591144,4426251.7377976235
1,54597,1000118,2025-01-06,0.3205840624499061,1,EU FL HD,EU_FL_synthetic,0.008248369404027307,2802803.0666470747,1674.1574199122,394743270.7028449,2848437.8697183533
1,70140,1000119,2025-11-02,0.9642826487041081,1,EU FL HD,EU_FL_synthetic,0.009031281717249113,3719817.7900479864,1928.6829158905273,224344983.28594717,3706267.9483591113
1,76910,1000120,2025-08-20,0.6218113844531371,1,EU FL HD,EU_FL_synthetic,0.008787022114120168,3165156.4908783883,1779.0886686386343,368539188.8922922,3460673.2410025466
1,95293,1000121,2026-12-26,0.2775111194340152,1,EU FL HD,EU_FL_synthetic,0.009600002994388998,4360688.064095577,2088.226056751418,421965115.05755824,3853616.8258312964
1,58238,1000122,2025-06-27,0.45091526716210384,1,EU FL HD,EU_FL_synthetic,0.002360528693156067,2201245.854677233,1483.6596155039176,321925276.36523014,2113377.211850801
1,61007,1000123,2025-08-08,0.8355130374309944,1,EU FL HD,EU_FL_synthetic,0.009325060478873623,3134036.3523040223,1770.320974372733,445611677.54038846,2798546.094571518
1,74553,1000124,2025-06-22,0.6684435707057735,1,EU FL HD,EU_FL_synthetic,0.005755010594384778,1813094.356953965,1346.5119223215088,93482628.7233588,2053843.0692317542
1,25511,1000125,2025-11-14,0.5606528407291682,1,EU FL HD,EU_FL_synthetic,0.004282701330789707,3174308.598446737,1781.6589456028719,448067392.0400114,3061476.9773621233
1,30772,1000126,2025-10-02,0.8851628766338411,1,EU FL HD,EU_FL_synthetic,0.005647701570081943,2837761.1638400652,1684.5655712497703,454687229.59296775,2568484.938508654
1,62548,1000127,2025-11-03,0.6724395722167903,1,EU FL HD,EU_FL_synthetic,0.0034917633308377506,2093113.4566660277,1446.7596402533586,346011549.13775873,2204957.189298764
1,6413,1000128,2025-07-15,0.6427297307910954,1,EU FL HD,EU_FL_synthetic,0.002956674768913426,1945369.703866179,1394.76510705788,114477936.74012873,2141197.28988045
1,32050,1000129,2025-10-12,0.18976813721076813,1,EU FL HD,EU_FL_synthetic,0.0024890119459775348,3233981.6697461763,1798.3274645475935,309002946.70692706,3479246.2951076883
1,71800,1000130,2025-05-01,0.10638868301240778,1,EU FL HD,EU_FL_synthetic,0.0009160370956255556,2094885.164222766,1447.3718127083882,237122218.02294156,2248020.0228573834
1,97613,1000131,2025-06-26,0.965142117057399,1,EU FL HD,EU_FL_synthetic,0.005015992481757156,9945287.678442627,3153.615017474807,765446586.49193,10105359.714262549
1,51950,1000132,2025-10-20,0.5988583701003527,1,EU FL HD,EU_FL_synthetic,0.008888840589567485,3265107.935116657,1806.9609666831923,369316621.95281625,3444973.1497689765
1,39968,1000133,2025-01-14,0.4156834091464291,1,EU FL HD,EU_FL_synthetic,0.006338504495816409,2430989.527734177,1559.1630856758304,147486749.89240006,2610087.964749489
1,44038,1000134,2025-09-27,0.5890208209102176,1,EU FL HD,EU_FL_synthetic,0.0052576587642821585,3652393.96939112,1911.123745180076,244646816.72242647,3496607.2170633012
1,68543,1000135,2025-01-27,0.06181196107171538,1,EU FL HD,EU_FL_synthetic,0.004343069890684074,1756968.6806307512,1325.5069523132465,264079797.3141919,2029043.7412741445
1,54448,1000136,2025-07-27,0.8221272739041068,1,EU FL HD,EU_FL_synthetic,0.004697576100540201,13925930.77507056,3731.7463438811806,1244781426.386961,14626401.83350376
1,2323,1000137,2025-06-07,0.21664553556433597,1,EU FL HD,EU_FL_synthetic,0.0021718457409623144,3189902.1222371426,1786.0297092257852,499892359.5089073,3018095.2690289747
1,53924,1000138,2025-06-24,0.804546006317947,1,EU FL HD,EU_FL_synthetic,0.008247065184211663,4687934.549869131,2165.1638621289453,268226172.0883593,5192920.49388624
1,40007,1000139,2025-06-14,0.5343784432636106,1,EU FL HD,EU_FL_synthetic,0.0020639913364871275,1934179.0779447027,1390.7476686821024,259964224.74108785,2110907.738522977
1,70081,1000140,2025-06-20,0.27657201365690276,1,EU FL HD,EU_FL_synthetic,0.0071945652916004,2761612.5452824477,1661.8100208153903,300235058.29344237,3034072.272942765
1,87511,1000141,2025-05-24,0.03020994824207046,1,EU FL HD,EU_FL_synthetic,0.007623851613811912,2592603.0779501847,1610.1562278084027,439564726.455251,3049124.627644022
1,96245,1000142,2025-06-05,0.8158333553266057,1,EU FL HD,EU_FL_synthetic,0.00579120351607457,11261473.026704503,3355.811828262202,1887341087.5443213,11350800.128468566
1,61023,1000143,2025-07-13,0.17646014146930666,1,EU FL HD,EU_FL_synthetic,0.008642971112052802,2927892.247644028,1711.1084850599123,311334337.2340965,3397858.0201437976
1,36257,1000144,2025-10-04,0.051805115639873445,1,EU FL HD,EU_FL_synthetic,0.0029813984892614353,2782988.70405487,1668.2292120853388,399100345.26215965,2986417.671647805
1,44395,1000145,2025-07-08,0.7558777308258808,1,EU FL HD,EU_FL_synthetic,0.008828010490304346,2788943.387056343,1670.012990086108,234640306.29175654,2428460.2522645486
1,17647,1000146,2025-08-12,0.3500432223729788,1,EU FL HD,EU_FL_synthetic,0.007321163550033112,2895492.2591818157,1701.6146035991273,396859138.15958303,2572584.3904482094
1,93594,1000147,2025-11-24,0.38933400559165,1,EU FL HD,EU_FL_synthetic,0.008007623294841431,2896204.5678717857,1701.8238944943116,180114105.06621686,3166902.7279985305
1,84732,1000148,2026-12-24,0.24706758728071898,1,EU FL HD,EU_FL_synthetic,0.006679339124320411,2706433.7493306063,1645.124235226813,311755842.7878714,2870022.9644071646
1,85399,1000149,2025-02-11,0.8591784786968971,1,EU FL HD,EU_FL_synthetic,0.008478795868200698,2005421.957170431,1416.129216268922,155238013.56942707,2027498.6300891386
1,32813,1000150,2025-09-09,0.29732952610653207,1,EU FL HD,EU_FL_synthetic,0.009931678740904596,6589395.578144559,2566.9818032359635,1202611987.170727,5972312.02795361
1,32222,1000151,2025-03-15,0.21019256975102385,1,EU FL HD,EU_FL_synthetic,0.004259612259793923,8985592.977167599,2997.5978678214324,1048934298.6772126,8237664.278989128
1,85662,1000152,2025-03-25,0.3092497263361561,1,EU FL HD,EU_FL_synthetic,0.008157765268724746,1951630.8018761019,1397.0078030834695,270527376.8109285,2198098.210735297
1,54455,1000153,2025-10-27,0.20314957516739696,1,EU FL HD,EU_FL_synthetic,0.0074713396192285335,2939714.4675958864,1714.5595549866111,305898688.6804821,3312971.5521337837
1,70466,1000154,2025-01-07,0.31765522080520747,1,EU FL HD,EU_FL_synthetic,0.0045834146405489785,2095272.8967482203,1447.5057501606757,195512334.63495827,2148954.4754445935
1,48983,1000155,2025-11-06,0.08293622286817304,1,EU FL HD,EU_FL_synthetic,0.009276795097351869,4462033.726835528,2112.3526521003846,358916923.7211832,4016128.530828717
1,44278,1000156,2025-10-20,0.15853002911945835,1,EU FL HD,EU_FL_synthetic,0.004004816702768688,2740259.455798616,1655.3729053595798,511827681.8215333,2458457.532566514
1,63221,1000157,2026-12-09,0.4170528833961479,1,EU FL HD,EU_FL_synthetic,0.005698112571134752,3459130.8284383174,1859.873874336192,587775051.5631107,3920984.5608735653
